book,index,sentence,flesch,syllables,words,sentence_clean
Book1,648, that does it said uncle vernon trying to speak calmly but pulling great tufts out of his mustache at the same time ,-43.05,39,14,does said uncle vernon trying speak calmly pulling great tufts out of mustache time
Book1,649, want you all back here in five minutes ready to leave ,-41.98,20,7,want back five minutes ready to leave
Book1,650,we re going away ,-8.72,10,4,we re going away
Book1,651,just pack some clothes ,-6.69,5,2,pack clothes
Book1,652,no arguments he looked so dangerous with half his mustache missing that no one dared argue ,-103.1,32,9,arguments looked dangerous half mustache missing one dared argue
Book1,653,ten minutes later they had wrenched their way through the boarded up doors and were in the car speeding toward the highway ,-47.14,37,13,ten minutes later wrenched way boarded doors and in car speeding toward highway
Book1,654,dudley was sniffling in the back seat his father had hit him round the head for holding them up while he tried to pack his television vcr and computer in his sports bag ,-44.31,47,17,dudley sniffling back seat father hit him round head holding tried pack television vcr computer sports bag
Book1,655,they drove ,-47.98,3,1,drove
Book1,656,and they drove ,-47.98,3,1,drove
Book1,657,even aunt petunia didn dare ask where they were going ,-66.16,22,7,even aunt petunia dare ask where going
Book1,658,every now and then uncle vernon would take sharp turn and drive in the opposite direction for while ,-65.82,34,11,every now uncle vernon would take sharp turn drive opposite direction
Book1,659, shake em off shake em off he would mutter whenever he did this ,-27.9,24,9,shake em shake em he would mutter whenever he
Book1,660,they didn stop to eat or drink all day ,15.64,11,5,stop eat drink all day
Book1,661,by nightfall dudley was howling ,-50.01,9,3,nightfall dudley howling
Book1,662,he never had such bad day in his life ,6.36,16,7,never had such bad day in life
Book1,663,he was hungry he missed five television programs he wanted to see and he never gone so long without blowing up an alien on his computer ,-69.2,52,17,was hungry missed five television programs wanted see never gone long without blowing an alien his computer
Book1,664,uncle vernon stopped at last outside gloomy looking hotel on the outskirts of big city ,-65.82,34,11,uncle vernon stopped last outside gloomy looking hotel outskirts big city
Book1,665,dudley and harry shared room with twin beds and damp musty sheets ,-9.1,22,9,dudley harry shared room twin beds damp musty sheets
Book1,666,dudley snored but harry stayed awake sitting on the windowsill staring down at the lights of passing cars and wondering ,-53.65,38,13,dudley snored harry stayed awake sitting windowsill staring down lights passing cars wondering
Book1,667,they ate stale cornflakes and cold tinned tomatoes on toast for breakfast the next day ,-65.57,31,10,ate stale cornflakes cold tinned tomatoes toast breakfast next day
Book1,668,they had just finished when the owner of the hotel came over to their table ,-54.07,21,7,finished the owner hotel came over table
Book1,669, scuse me but is one of you mr potter ,3.34,14,6,scuse me one of mr potter
Book1,670,only got about an undred of these at the front desk she held up letter so they could read the green ink address mr potter room railview hotel cokeworth harry made grab for the letter but uncle vernon knocked his hand out of the way ,-44.57,85,33,got an undred the front desk held up letter so could read the green ink address mr potter room railview hotel cokeworth harry made grab letter uncle vernon knocked hand out of way
Book1,671,the woman stared ,-48.99,6,2,woman stared
Book1,672, ll take them said uncle vernon standing up quickly and following her from the dining room ,-45.04,34,12,take them said uncle vernon standing quickly following her the dining room
Book1,673, k wouldn it be better just to go home dear aunt petunia suggested timidly hours later but uncle vernon didn seem to hear her ,-63.2,48,16,k wouldn better go home dear aunt petunia suggested timidly hours later uncle vernon seem hear
Book1,674,exactly what he was looking for none of them knew ,-51.02,12,4,exactly looking none knew
Book1,675,he drove them into the middle of forest got out looked around shook his head got back in the car and off they went again ,-45.27,42,15,drove middle of forest got out looked around shook head got back car went again
Book1,676,the same thing happened in the middle of plowed field halfway across suspension bridge and at the top of multilevel parking garage ,-79.3,45,14,thing happened middle of plowed field halfway across suspension bridge top multilevel parking garage
Book1,677, daddy gone mad hasn he dudley asked aunt petunia dully late that afternoon ,-65.57,31,10,daddy gone mad dudley asked aunt petunia dully late afternoon
Book1,678,uncle vernon had parked at the coast locked them all inside the car and disappeared ,-74.9,29,9,uncle vernon parked coast locked inside the car disappeared
Book1,679,it started to rain ,-21.81,8,3,it started rain
Book1,680,great drops beat on the roof of the car ,-5.73,17,7,great drops beat the roof of car
Book1,681,dudley sniveled ,-91.29,7,2,dudley sniveled
Book1,682, it monday he told his mother ,-8.72,10,4,it monday told mother
Book1,683, the great humberto on tonight ,-35.12,14,5,the great humberto on tonight
Book1,684,i want to stay somewhere with television monday ,-81.25,20,6,want stay somewhere with television monday
Book1,685,this reminded harry of something ,-78.21,10,3,reminded harry something
Book1,686,if it was monday and you could usually count on dudley to know the days of the week because of television then tomorrow tuesday was harry eleventh birthday ,-79.61,60,19,monday you could usually count dudley know days the week because of television then tomorrow tuesday harry eleventh birthday
Book1,687,of course his birthdays were never exactly fun last year the dursleys had given him coat hanger and pair of uncle vernon old socks ,-41.73,49,18,course his birthdays never exactly fun last year dursleys given him coat hanger pair uncle vernon old socks
Book1,688,still you weren eleven every day ,-29.87,11,4,still eleven every day
Book1,689,uncle vernon was back and he was smiling ,-29.87,11,4,uncle vernon back smiling
Book1,690,he was also carrying long thin package and didn answer aunt petunia when she asked what he bought ,-58.13,33,11,also carrying long thin package answer aunt petunia asked he bought
Book1,691, found the perfect place he said ,-24.85,16,6,found the perfect place he said
Book1,692, come on ,-6.69,5,2,come on
Book1,693,everyone out it was very cold outside the car ,-68.96,16,5,everyone it cold outside car
Book1,694,uncle vernon was pointing at what looked like large rock way out at sea ,-50.44,32,11,uncle vernon pointing at looked like large rock way out sea
Book1,695,perched on top of the rock was the most miserable little shack you could imagine ,-57.11,30,10,perched top rock most miserable little shack you could imagine
Book1,696,one thing was certain there was no television in there ,-65.66,25,8,one thing certain there was no television there
Book1,697, storm forecast for tonight said uncle vernon gleefully clapping his hands together ,-58.13,33,11,storm forecast for tonight said uncle vernon gleefully clapping hands together
Book1,698, and this gentleman kindly agreed to lend us his boat toothless old man came ambling up to them pointing with rather wicked grin at an old rowboat bobbing in the iron gray water below them ,-53.7,67,24,gentleman kindly agreed to lend us boat toothless old man came ambling pointing rather wicked grin old rowboat bobbing in iron gray water below
